-0.58432,0.093728
-1.1064,-0.82129
0.4088,-0.057168
0.57474,1.4167
0.80775,-0.83144
0.66015,0.83503
1.1148,0.42774
0.36694,-0.45114
0.5691,0.48111
1.0909,1.2127
-0.043416,-0.44182
-1.7828,-0.49107
-1.591,-0.98008
-0.2963,0.53799
0.80193,1.2108
-1.8184,-0.84741
0.32927,0.60596
-1.5049,0.28241
0.17711,0.73114
1.0606,-0.23215
1.4436,0.09457
-0.28542,1.3863
0.20759,-1.2118
-0.53583,-0.81398
0.43128,0.26649
-0.87146,-0.82542
1.4726,0.57425
-0.050809,-1.1859
-0.38296,-1.0432
-1.0423,-1.0733
-1.7794,-0.582
-0.65306,0.4328
